cohort,submission_n,submitted_utc,essay_blank,essay_chars,T1_everyday_coffee,T2_clarity_pace,T3_visual_immersion,T4_affect_stigma,T5_concepts_prior,T6_limits_friction,theme_count,themes_flagged,needs_manual_review,essay
MQ,44,2026-03-13 21:08:27 UTC,0,182,1,0,0,0,0,0,1,T1_everyday_coffee,0,"The real-world applications of coffee to chemistry stood out to me the most, and I didn't really know much about organic chemistry before, so yes, it did change how I think about it."
MQ,45,2026-03-12 21:24:47 UTC,0,156,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I think how similar chemicals can attach to the same receptors due to the structure, this explains a lot of the mechanisms of reactions and human responses."
MQ,46,2026-03-13 19:11:40 UTC,0,167,0,0,0,1,0,0,1,T4_affect_stigma,0,"I have already learnt organic chemistry, but it stood out to me that they recognized that many people fear Ochem, and that it is actually very manageable as a subject."
MQ,47,2026-03-14 07:13:41 UTC,0,274,0,1,0,0,0,0,1,T2_clarity_pace,0,"I liked how the video used real-life examples and broke down the concepts to their core to explain what OChem is. Since I did not know much about organic chemistry, the video was very insightful and made me interested in the potential ochem has in other fields and research."
MQ,48,2026-03-11 00:20:17 UTC,0,154,1,0,0,0,0,0,1,T1_everyday_coffee,0,Something that stood out to me about this video was how molecules of different structures fit into receptors in our body to stimulate different functions.
MQ,49,2026-03-10 17:02:08 UTC,0,407,1,1,1,0,0,1,4,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion;T6_limits_friction,0,"I like how the video was not too long, I felt like I was able to sit through the whole thing without losing interest. I also like how clear and easy to understand the visual aspects were and they helped me to visualize the topics that were being talked about. It did not really change the way I think about organic chemistry but it showed me the application of organic chemistry to real life which was nice."
MQ,51,2026-03-17 06:57:40 UTC,0,226,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,I liked how the video used 3D models (wedges/hashes) to amke molecules feel like physical objects rather than just drawings on a page or a merely conceptual thing. It alleviated some of my fears about going in O-chem for sure.
MQ,52,2026-03-13 03:53:19 UTC,0,150,1,0,0,0,0,0,1,T1_everyday_coffee,0,"When they explained how organic chemistry is connected to caffeine stood out to me, it made me more aware that organic chemistry really is all around."
MQ,53,2026-03-11 02:49:42 UTC,0,127,0,0,0,0,0,1,1,T6_limits_friction,0,The approach and almost YouTube video style stood out to me. It didn't change much about how i thought about organic chemistry.
MQ,54,2026-03-11 21:02:24 UTC,0,31,0,0,1,0,0,0,1,T3_visual_immersion,0,How the structure is visualized
MQ,55,2026-03-10 19:00:47 UTC,0,159,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I enjoyed how it correlated chemistry topics to adenosine receptors and applications/roles of it in understanding how caffeine, for example, impacts the brain."
MQ,56,2026-03-15 01:36:48 UTC,0,85,0,0,0,0,0,0,0,,1,"I liked how well they explained each topic, even though I had to rewatch a few times."
MQ,57,2026-03-12 01:44:59 UTC,0,247,1,0,0,0,0,0,1,T1_everyday_coffee,0,"One thing that stood out to me was the connection between organic molecules in coffee. I think it is interesting to see how much organic chemistry is related to the real world, from the objects around us to even the food or drinks that we consume."
MQ,58,2026-03-19 05:10:44 UTC,0,303,0,0,0,1,1,0,2,T4_affect_stigma;T5_concepts_prior,0,"The thing that stood out to me most was learning about how simplistic organic chemistry seems. If it is just the study of carbon-based molecules, what could be so difficult about the course? I am now worried about the intricacies of organic chemistry because it is considered one of the hardest courses."
MQ,59,2026-03-11 06:36:42 UTC,0,202,1,0,0,0,0,0,1,T1_everyday_coffee,0,I think that the biological connection of organic chemistry to the real world really stood out to me. It helped me gain a better understanding of organic chemistry through application to the real world.
MQ,60,2026-03-10 21:33:09 UTC,0,111,0,0,0,1,0,0,1,T4_affect_stigma,0,What stood out to me was learning how the lines represented C and H without writing them. That is intimidating!
MQ,61,2026-03-12 01:21:52 UTC,0,66,0,0,0,0,0,0,0,,1,It made it feel as though anyone can succeed in organic chemistry.
MQ,62,2026-03-12 01:22:20 UTC,0,169,1,0,0,0,0,0,1,T1_everyday_coffee,0,I liked the style of the video as it was very engaging and it made chemistry seem less daunting. I know understand that there is real world application that can be seen.
MQ,63,2026-03-16 01:11:14 UTC,0,152,0,0,1,0,0,0,1,T3_visual_immersion,0,"The peopel talking to the screen, combined with the diagrams helped me visualize the structures and molecules that they were talking about in the video."
MQ,64,2026-03-16 20:15:40 UTC,0,21,0,0,0,0,1,0,1,T5_concepts_prior,0,Learning about carbon
MQ,65,2026-03-13 22:20:37 UTC,0,295,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,"I enjoyed how it simplified that concept down significantly and made it such that chemistry is not a huge concept, and rather broken down into important bits and pieces. Simply understanding how the smell of coffee can be connected to ochem made me more interested in wanting to learn it better."
MQ,66,2026-03-12 22:59:12 UTC,0,204,0,0,0,0,0,0,0,,1,The imagery while explaining concepts stood out most to me. It didn't necessarily change how I think about organic chemistry but I do think that the format of the video and video itself were very helpful.
MQ,67,2026-03-14 00:11:37 UTC,0,58,0,0,1,0,0,0,1,T3_visual_immersion,0,The stereochemistry stood out most to me about this video.
MQ,68,2026-03-15 19:39:37 UTC,0,258,1,0,0,0,0,0,1,T1_everyday_coffee,0,I think the talk about the receptor for adenosine being able to take in caffeine because the two compounds have similar shapes opens a door to more conversations about this. This made me think more about the biological relevancy of these topics and concepts.
MQ,69,2026-03-11 03:36:14 UTC,0,420,0,1,1,1,0,0,3,T2_clarity_pace;T3_visual_immersion;T4_affect_stigma,0,"I really liked how simple they put it. Though I probably need to watch the video again to fully understand, I feel like I got a lot of the concepts and could do a lot of practice problems by myself without help. I also loved the diagrams and how they moved, it made it extremely easy to visualize what they were saying. Though I am still a little bit intimidated on taking O chem, this definitely eased some of my fears."
MQ,70,2026-03-10 15:34:23 UTC,0,325,0,0,0,1,0,0,1,T4_affect_stigma,0,"I like how the video addressed the typical anxieties people have about taking organic chemistry, because it made me feel like the video creators actually understood and cared about students. Hearing them acknowledge people's worries about the difficulty of organic chemistry made me feel less nervous about taking the course."
MQ,71,2026-03-10 15:40:04 UTC,0,136,1,0,0,0,0,0,1,T1_everyday_coffee,0,"What stood out to me is how they made a theme for the video, the cafe. I think that was really interesting and it captured my attention."
MQ,72,2026-03-10 15:59:21 UTC,0,157,0,0,0,0,1,0,1,T5_concepts_prior,0,The part that stood out to me most was that organic chemistry is the study of carbon-based life forms. I thought it would be much more complicated than that.
MQ,73,2026-03-10 16:40:46 UTC,0,388,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,"I truly learned new material from this video. I really liked the immersive format as well as the visual imaging that allowed me to visualize the molecule when answering the questions above. It did change how I thought about organic chemistry because I was finally able to understand the basics of it, as I was scared, but I'm still scared. However, now I just understand it a little more."
MQ,74,2026-03-10 16:30:38 UTC,0,68,0,0,0,1,0,0,1,T4_affect_stigma,0,I am still nervous about organic chemistry after watching the video.
MQ,75,2026-03-10 17:16:54 UTC,0,336,1,1,0,1,1,0,4,T1_everyday_coffee;T2_clarity_pace;T4_affect_stigma;T5_concepts_prior,0,It changed the way I thought that organic chemistry was only somehting you needed to learn for class but didn't really have real world applications. Now I now it is in all living things since all living things have carbon-based molecules. It was very easy to understand and made me less anxious going into organic chemistry next quarter
MQ,76,2026-03-10 18:01:57 UTC,0,130,0,0,0,1,0,0,1,T4_affect_stigma,0,I really liked how they connected it to real topics and they explained it very well . I am less nervous to take organic chemistry.
MQ,77,2026-03-10 18:22:23 UTC,0,121,1,0,0,0,0,0,1,T1_everyday_coffee,0,I liked that they were in a cafe because it made the topics seem more relevant to something we might actually experience.
MQ,78,2026-03-15 07:42:13 UTC,0,158,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,"I think the way the concepts are develivered are really straightforward and easy to understand, it helped making the concepts of organic chemistry less scary."
MQ,79,2026-03-10 18:57:28 UTC,0,146,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,"Yes, this video introduced me to organic chemistry in a more simpler, approachable way. It helped me to not be as nervous when taking this course."
MQ,80,2026-03-12 17:15:15 UTC,0,48,0,0,0,0,0,0,0,,1,It was a nice introduction to organic chemistry.
MQ,81,2026-03-10 19:25:07 UTC,0,170,0,1,0,0,0,0,1,T2_clarity_pace,0,"I think it was formatted in a way that was very applicable and the terminology used in the video was also very simplified, making it easy to understand a difficult topic."
MQ,82,2026-03-10 20:31:33 UTC,0,263,0,0,0,0,0,0,0,,1,The factors that stood out in this video was how they simplified the idea of Organic chemistry in the beginning of the video. This calmed my percpetion of organic chemistry and put it into perspective that it is not quite different than any other chemistry class.
MQ,83,2026-03-10 20:33:18 UTC,0,144,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0,I really love the visuals and simple way of presenting the idea. It's actually really good and makes the watcher feel like they can handle this.
MQ,84,2026-03-10 20:49:52 UTC,0,163,0,1,0,0,0,0,1,T2_clarity_pace,0,"It was a good way to introduce very introductory concepts. Good pacing, I didn't feel bored watching it nor did I feel like it was moving too fast to keep up with."
MQ,85,2026-03-11 00:33:14 UTC,0,190,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,The video explained the concepts clearly and in an enagaging way that makes it easier to follow. The visuals and real-world applications are useful in understanding the purpose of the topic.
MQ,86,2026-03-10 21:39:59 UTC,0,279,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0,"I liked the graphics since it made it easier to understand organic chmeistry and apply it to a concept we know lots about, such as coffee! It didn't really change how I think about organic chemistry since I know it's going to be much more complicated than portrayed in the video."
MQ,87,2026-03-10 22:33:31 UTC,0,41,0,0,0,0,0,0,0,,1,I think it was good to follow along with.
MQ,88,2026-03-10 22:52:53 UTC,0,260,1,0,0,0,0,0,1,T1_everyday_coffee,0,What stood out to me was how they described organic chemistry in a way where many college students can fully understand and see it in a different view. I didn't know how coffee and organic chemistry can relate to one another but this video helped me with that!
MQ,89,2026-03-10 23:13:55 UTC,0,263,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I liked the real-life example of coffee and how the smell, taste, and stimulant effects all come from different molecules. Coffee is definitely a more accessible and familiar example than a complex molecule formula without explanation of it's real world function."
MQ,91,2026-03-10 23:24:16 UTC,0,154,1,0,0,0,0,0,1,T1_everyday_coffee,0,I think what stood out was the description of coffee and they emphasized how different molecules need to be nearly perfect ti perform the effects desired.
MQ,92,2026-03-10 23:24:01 UTC,0,129,0,0,0,1,0,0,1,T4_affect_stigma,0,"The way they simplified the overarching idea of Organic Chemistry, and it made me perceive Ochem in a much less intimidating way."
MQ,93,2026-03-11 08:26:18 UTC,0,139,0,0,0,0,1,0,1,T5_concepts_prior,0,"Before watching this video, i was not really familiar with the skeletal structure (don't know how to count the number of C atom and H atom)"
MQ,94,2026-03-11 00:06:32 UTC,0,281,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,"What stood out to me were the graphics they used to show how certain molecules functioned, and it reminded me a little bit of sesame street in the beginning except for o-chem concepts. These made organic chemistry seem like it isn't as impossible of a task as it is made out to be."
MQ,95,2026-03-11 21:17:58 UTC,0,133,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I think that the part about applications to sensory systems was pretty interesting, but that's just because i'm a neuroscience major."
MQ,96,2026-03-11 00:31:36 UTC,0,83,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,I like how they explained that orgo is about structure of organic things around us.
MQ,97,2026-03-11 00:33:47 UTC,0,93,0,0,0,1,0,0,1,T4_affect_stigma,0,The describing of how organic chemistry isn't that intimidating and can apply to actual life.
MQ,98,2026-03-11 03:58:37 UTC,0,729,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,"*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]""> Before watching this video, I had always thought of organic chemistry as simply a subject I needed to complete before graduating and preparing for the MCAT. However, the video changed that perspective. It helped me realize how widely organic chemistry appears in everyday life, especially through the compounds discussed in coffee and the way their molecular structures influence flavor and aroma. Seeing these examples made the subject feel less abstract. Instead of viewing organic chemistry as a requirement to get through, I began to see it as a framework that explains many of the chemical processes occurring in the world around us."
MQ,99,2026-03-11 01:17:05 UTC,0,77,0,0,0,0,0,0,0,,1,It made me not think of chemistry as lines and numbers and see the relevance.
MQ,100,2026-03-11 02:06:27 UTC,0,313,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0,"The way the speakers presented organic chemistry in its simplest form stood out to me most. It felt like watching a video geared toward a younger demographic. Nevertheless, the video, particularly the coffee example, allowed me to see that organic chemistry doesn't necessarily have to be difficult to understand."
MQ,101,2026-03-11 03:14:46 UTC,0,128,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I liked the coffee example because they used an example to introduce organic chemistry, something unfamiliar to a lot of people."
MQ,102,2026-03-11 03:29:46 UTC,0,126,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,"The visuals helped me understand what the video was about and some of the concepts. Yes, because I feel a little less nervous."
MQ,103,2026-03-11 04:22:35 UTC,0,232,1,0,0,0,0,0,1,T1_everyday_coffee,0,What stood out most to me about the video is that they related chemistry to things we do everyday like drink coffee from a cafe. It helped me think of organic chemistry as more relevant to my everyday life and I found it intresting.
MQ,104,2026-03-11 04:30:56 UTC,0,215,0,0,0,0,0,0,0,,1,"The video provided some actual important information for reading molecules and understanding the importance behind organic chemistry, which for a long time, has only been discussed as a ""hard"" class to my knowledge."
MQ,105,2026-03-13 02:36:04 UTC,0,237,0,0,0,0,1,0,1,T5_concepts_prior,0,I had always thought that organic chemistry was about the human body and or chemistry happening in plants and animals. I had no idea that the definition of organic chemistry was just the chemistry of compounds with carbon inside of them.
MQ,106,2026-03-11 06:11:00 UTC,0,343,1,0,0,0,0,0,1,T1_everyday_coffee,0,something that stood out to me how organic chemistry connects to everyday things like food and common products. it made me realize that organic chemistry isnt just abstract reactions in a lab but plays a significant role in many aspects of daily life. it also helped me see the subject as more practical and relevant than i previously thought.
MQ,107,2026-03-11 06:24:39 UTC,0,59,0,0,0,0,0,1,1,T6_limits_friction,0,Couldnt find a video so i just looked one up about OChem :)
MQ,108,2026-03-11 07:12:06 UTC,0,97,0,0,0,0,1,0,1,T5_concepts_prior,0,I think the way they presented it as a carbon based chemistry course made it sound less daunting.
MQ,109,2026-03-11 07:21:58 UTC,0,200,0,0,1,1,1,0,3,T3_visual_immersion;T4_affect_stigma;T5_concepts_prior,0,"I loved the visuals. The video was a good review on the basic principles I learned in 14A. Video was enjoyable to watch however the stigma revolving orgo, I am still terrified to take in next quarter."
MQ,110,2026-03-12 01:10:17 UTC,0,141,0,0,0,0,0,0,0,,1,I like how it painted organic chemistry into something that anyone can understand. I feel like it made the subject itself feel less daunting.
MQ,111,2026-03-11 21:06:06 UTC,0,164,0,0,0,1,0,0,1,T4_affect_stigma,0,What stood out to me the most in the video was how well they explained the introduction to organic chemistry. I feel a bit less nervous about organic chemistry now.
MQ,112,2026-03-11 16:05:38 UTC,0,256,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I enjoyed the discussion of the connection between receptors in the brain and caffeine molecules. I was unsure how caffeine actually affected the brain, so to learn that caffeine is able to bind to the receptors because of their shape was very interesting."
MQ,113,2026-03-11 17:08:03 UTC,0,29,0,0,0,0,0,0,0,,1,I liked how it was presented.
MQ,114,2026-03-11 18:57:33 UTC,0,498,1,0,0,0,0,0,1,T1_everyday_coffee,0,"The thing that stood out to me most about this video is how there are so many different organic molecules all with different roles that influence our drinking experience in daily drinks like coffee such as sucralose, 2-furfurylthiol, and obviously caffeine. It made me realize that organic chemistry is something that is very applicable to our daily life and the small changes in molecular structure can really change the way that they interact with their environment, and in turn, our environment."
MQ,115,2026-03-11 19:53:38 UTC,0,248,0,0,0,0,0,0,0,,1,"The video helped refresh old topics and introduce new topics to me in ochem. I liked how the video introduced these topics in a quick but detailed way, I wouldn't say it changed the way I think about organic chemistry but I will say it was helpful."
MQ,116,2026-03-11 20:24:04 UTC,0,137,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0,The simple language used to explain chemical concepts stood out to me because they created a more visual and relaxed learning experience.
MQ,117,2026-03-11 21:26:43 UTC,0,296,1,0,0,0,0,0,1,T1_everyday_coffee,0,"The connection they made to the organic chemistry of coffee stood out because I could imagine the qualities they were describing, such as the coffee's smell and appearance, and I could connect those qualities to the organic chemistry being discussed. This helped me understand the chemistry more."
MQ,118,2026-03-12 16:17:01 UTC,0,116,0,0,0,0,0,1,1,T6_limits_friction,0,"Nothing really stood out to me, it was a basic video and didn't really show me anything new about organic chemistry."
MQ,119,2026-03-12 03:57:14 UTC,0,299,1,0,0,0,0,0,1,T1_everyday_coffee,0,I really thought the part about how because the molecules in coffee are volatile that is why the scent of coffee is so strong is because it leaves the drink and goes into the air was really interesting! It made me think about how ochem is more present in our everday lives than I initially believed.
MQ,120,2026-03-12 02:03:45 UTC,0,317,0,0,0,0,0,0,0,,1,"What stood out to me the most was about how deep and complex organic chemistry can go and how much of it really matters and applies to the world of science and our world in general. It definately helped me understand organic chemistry more and just the concept of it as a whole, which I was previously unfamiliar with"
MQ,121,2026-03-15 17:10:20 UTC,0,224,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,"What stood out to me the most about this video was that organic chemistry is just the study of carbon, and it made me think in a new way because it made me realize that organic chemistry is more about real-world application."
MQ,122,2026-03-11 23:25:54 UTC,0,227,0,1,0,1,1,0,3,T2_clarity_pace;T4_affect_stigma;T5_concepts_prior,0,"I didn't know that organic chemistry was the study of carbon-containing compounds I thought it was just organic compounds in general, which is interesting. It make organic chemistry seem more approachable and less intimidating."
MQ,123,2026-03-11 23:49:15 UTC,0,56,0,0,0,0,0,0,0,,1,I did not watch the video fully to answer this question.
MQ,124,2026-03-11 23:57:39 UTC,0,130,1,0,0,0,0,0,1,T1_everyday_coffee,0,This video was helpful in introducing organic chemistry. I think it helped me with learning how to see it in real life situations.
MQ,125,2026-03-12 01:39:56 UTC,0,208,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,"What stood out to me the most was that they made it relatable with the cafe environment, and we even looked at coffee. It did change the way I thought about organic chemistry because it feels more digestible."
MQ,127,2026-03-12 02:56:21 UTC,0,210,0,0,0,0,1,0,1,T5_concepts_prior,0,"Since I wasn't aware what organic chemistry was, when I watched the video it seemed to be less materials or content than generam chemistry but it seems like it requires a bit of practice to fully understand it."
MQ,128,2026-03-12 03:33:18 UTC,0,82,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,The structure of the molecule stood out to me and seems pretty easy to understand.
MQ,129,2026-03-12 03:36:50 UTC,0,154,0,0,1,0,0,0,1,T3_visual_immersion,0,"I liked the visual aspects of the video, and it helped me picture easily how hashes and wedges contribute to a mental image of what a molecule looks like."
MQ,130,2026-03-12 04:12:14 UTC,0,158,0,1,1,0,1,0,3,T2_clarity_pace;T3_visual_immersion;T5_concepts_prior,0,How simply the video explained organic chemistry. The visual and moving diagram explaining the concept of representing carbon made it very easy to understand.
MQ,131,2026-03-12 07:24:50 UTC,0,171,0,0,1,0,0,0,1,T3_visual_immersion,0,I liked the light hearted background music and the animations of the video which makes it very easy to follow the video and made me think of o chem in a more easier light.
MQ,132,2026-03-12 06:58:50 UTC,0,383,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0,"I liked the graphics and the presenters and how the information related to the real world. I thought the information was explained in an easy-to-understand format. It did slightly change how I think about organic chemistry because it showed me that organic chemistry can be explained in a digestible manner and isn't totally impossible to understand, at least the introduction to it."
MQ,133,2026-03-12 23:15:41 UTC,0,69,0,0,1,0,0,0,1,T3_visual_immersion,0,What stood out about the video was how engaging and immersive it was.
MQ,134,2026-03-18 17:08:23 UTC,0,101,0,0,0,0,0,0,0,,1,It made me understand the difference between organic chemistry and the chemistry im currently taking.
MQ,136,2026-03-15 06:30:13 UTC,0,137,0,0,1,0,0,0,1,T3_visual_immersion,0,"How the orientation of molecule vastly changes as you alter the hash and wedges. How organic chemistry impacts our clothing. Yes, it did."
MQ,137,2026-03-12 23:28:27 UTC,0,118,1,0,0,0,0,0,1,T1_everyday_coffee,0,Something that stood out to me was how orgo affects taste and smell. It made me a little more interested in the topic.
MQ,138,2026-03-13 00:32:58 UTC,0,291,0,0,0,1,0,0,1,T4_affect_stigma,0,"This video defined organic chemistry very simply and described it to be totally different from what I initially thought organic chemistry was. Organic chemistry still seems very complex, but now that I have a more directed idea of what it is, it doesn't seem as intimidating than it used to."
MQ,139,2026-03-17 16:24:50 UTC,0,308,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,I liked how the concepts of organic chemistry were simplified in a way that allows students to approach this course material with confidence instead of hesitation. I now know that organic chemistry is about the structure and properties of carbon-based compounds and understand its significance in daily life.
MQ,140,2026-03-13 05:52:45 UTC,0,305,0,1,0,0,0,0,1,T2_clarity_pace,0,"I liked that organic chemistry was introduced in a simple way, which made understand the basic idea of what I'll learn in organic chemistry. The background music was a tad bit distracting though, I noticed myself trying to separate the music from what was being said. Just some feedback, but nice video :)"
MQ,141,2026-03-13 05:53:17 UTC,0,212,0,1,0,0,0,0,1,T2_clarity_pace,0,The way it was broken down and explained thoroughly in such a short amount of time made it easier to process and understand the exact details. It made me more into it knowing more about the specificity behind it.
MQ,142,2026-03-13 07:37:44 UTC,0,122,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0,The clear and animated pictures allowed for very simple and easy understanding. I very much liked the way this was taught.
MQ,143,2026-03-16 21:34:42 UTC,0,116,0,1,0,0,0,0,1,T2_clarity_pace,0,"I liked how brief it was and simplistic, while explaining concepts that can be difficult to learn in other settings."
MQ,144,2026-03-13 17:56:47 UTC,0,158,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,I liked the diagrams they showed for each molecule they discussed. It helped me picture things better and I think it made organic chemistry less intimidating.
MQ,145,2026-03-30 03:50:47 UTC,0,84,0,0,1,0,0,0,1,T3_visual_immersion,0,"I liked the way the concepts were explained, the images/visual aids stood out to me."
MQ,146,2026-03-14 01:03:53 UTC,0,252,0,0,0,1,0,0,1,T4_affect_stigma,0,I would say that when they explained the basic lessons of organic chemistry again and it felt nice to be remembered again. I also enjoyed that they provided reassurance in terms of not fearing the course or following the sterotypes given to the course.
MQ,147,2026-03-13 21:10:20 UTC,0,225,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,"What stood out to me was the simplification of drawing organic structures. Previously, I looked at shorthand drawings and couldn't imagine how I would know what it reflecteed; now I understand it can be simpler than it seems."
MQ,148,2026-03-13 21:48:35 UTC,0,125,1,0,0,0,0,0,1,T1_everyday_coffee,0,Learning about the coffee example was interesting since it connected organic chemistry to something I know in the real world.
MQ,149,2026-03-13 22:18:49 UTC,0,168,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,I think understanding that organic chemistry focuses on how the molecular structure of carbon plays a large role in real life and it's connections was most interesting.
MQ,150,2026-03-14 04:33:15 UTC,0,223,0,0,0,0,0,0,0,,1,"The part where they listed all the different topics in organic chemistry. This helped me realize that I was already familiar with many topics for organic chemistry, which helped me feel more confident for organic chemistry."
MQ,151,2026-03-14 05:43:11 UTC,0,170,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I was interested in the way coffee affects us in the sense that each individual molecule reacts with receptors in our nose, for example, leading us to perceive its smell."
MQ,152,2026-03-14 05:56:21 UTC,0,128,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,What stood out to me was that they simplified the definitions and started off simple before showing us the big carbon molecules.
MQ,153,2026-03-14 06:14:03 UTC,0,86,0,0,0,0,0,0,0,,1,It made me realize that organic chemistry is not that different from normal chemistry.
MQ,154,2026-03-16 09:05:17 UTC,0,183,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,The visual diagrams combined with the simplified explanations made organic chemistry basics seem doable. I think they caught my attention and increased my undestanding of the subject.
MQ,155,2026-03-14 19:45:43 UTC,0,257,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,I thought the diagram decoding was interesting and made me want to do decode more and build the 3D models. It didn't really change much about organic chemistry for me but I was interested in how caffeine affected the brian by blocked the adenosine receptor.
MQ,156,2026-03-15 00:24:48 UTC,0,174,1,0,0,0,0,0,1,T1_everyday_coffee,0,I liked having an everyday application of chemistry in a scale that goes a bit beyond staying within the micro-scale. Using coffee as an example helped make concepts clearer.
MQ,157,2026-03-15 00:45:34 UTC,0,260,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0,How intrerested I became once the visual of the brain's calming receptor being stimulated by the coffee in comparison to the mollecule that normally fits in it. It made it clear to see the real-life application of understanding how molecules in our world work.
MQ,158,2026-03-15 01:17:32 UTC,0,187,0,0,0,0,1,0,1,T5_concepts_prior,0,This video gave me a better understanding of organic chemistry and ive seen like the structures of these molecules before but now like it actually makes more sense after the explanations.
MQ,159,2026-03-15 23:25:47 UTC,0,122,0,1,0,0,0,0,1,T2_clarity_pace,0,"I liked the way the things were explained, that it wasn't so brief and cleared up some confusion for me on certain topics."
MQ,160,2026-03-15 23:51:03 UTC,0,470,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,"What impressed me the most was how they defined organic chemistry in the simplest way. I had always thought of it as something very complex, so its abstract concepts for me were just molecules whose names I couldn’t memorize and structures I couldn’t draw. But now the main idea is much clearer. The part where they explained specific molecules in coffee made me feel that organic chemistry at this level isn’t that difficult. I think I can give it a try on learning it."
MQ,161,2026-03-16 04:15:53 UTC,0,90,1,0,0,0,0,0,1,T1_everyday_coffee,0,I thought it was cool to make the connection to a daily life activity like drinking coffee
MQ,163,2026-03-16 22:35:33 UTC,0,300,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,I think I really like how simple and plain they made the topic feel. They told us the overall picture and explained it to us in a way that was not super complicated. I really appreciated that. I like how it also mentioned coffee. As an avid coffee drinker its nice to know what exactly I am drinking.
MQ,164,2026-03-17 02:34:59 UTC,0,120,0,0,0,0,0,0,0,,1,Organic chemistry is thought to be a weedings -out course but cana ctualy be quite easier to understnad than we thought.
MQ,165,2026-03-17 04:03:48 UTC,0,130,0,0,1,0,0,0,1,T3_visual_immersion,0,I feel like the video helped me understand how visual organic chemistry is since there's definitely more diagrams than I realized.
MQ,166,2026-03-17 05:39:10 UTC,0,36,0,0,0,0,0,0,0,,1,It made chemistry interesting to me.
MQ,167,2026-03-17 05:57:40 UTC,0,13,0,0,0,0,1,0,1,T5_concepts_prior,0,The beginning
MQ,168,2026-03-17 21:37:19 UTC,0,66,0,0,0,0,0,0,0,,1,I never understood the short hand notation of molecules until now.
MQ,169,2026-03-17 22:47:56 UTC,0,75,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0,"I liked the moving visuals, it made organic chemistry easier to understand."
MQ,170,2026-03-18 07:17:43 UTC,0,195,1,0,0,0,0,0,1,T1_everyday_coffee,0,I think the coffee segment was really neat since I love to learn HOW things work. It did change the way I thought about Ochem because it made me realize how important the specific structures are.
MQ,171,2026-03-20 02:50:05 UTC,0,145,1,0,0,0,0,0,1,T1_everyday_coffee,0,How organic chemistry is actually all around us and ways we can apply it to our daily lives. Makes the topic seem less nerve-racking to approach.
